Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Why exercise may be beneficial in concussion rehabilitation: A cellular perspective.,""/pubmed/31349959"",""Dech RT, Bishop SA, Neary JP."",""J Sci Med Sport. 2019 Oct";"22(10):1090-1096. doi: 10.1016/j.jsams.2019.06.007. Epub 2019 Jul 2. Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31349959"",""pubmed"",""31349959"",""create date:2019/07/28 | first author:Dech RT"",";
"Cooling during exercise enhances performances, but the cooled body areas matter: A systematic review with meta-analyses.,""/pubmed/31340407"",""Douzi W, Dugué B, Vinches L, Al Sayed C, Hallé S, Bosquet L, Dupuy O."",""Scand J Med Sci Sports. 2019 Nov";"29(11):1660-1676. doi: 10.1111/sms.13521. Epub 2019 Aug 14. Review."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31340407"",""pubmed"",""31340407"",""create date:2019/07/25 | first author:Douzi W"",";
"Comment on: ""Incidence, Severity, Aetiology and Prevention of Sports Injuries: A Review of Concepts"".,""/pubmed/31332710"",""Chandran A, Nedimyer AK, Register-Mihalik JK, DiPietro L, Kerr ZY."",""Sports Med. 2019 Oct";"49(10):1621-1623. doi: 10.1007/s40279-019-01154-1. No abstract available. "",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31332710"",""pubmed"",""31332710"",""create date:2019/07/25 | first author:Chandran A"",";
"Epidemiology of bone stress injuries in Australian high performance athletes: A retrospective cohort study.,""/pubmed/31307905"",""Ruddick GK, Lovell GA, Drew MK, Fallon KE."",""J Sci Med Sport. 2019 Oct";"22(10):1114-1118. doi: 10.1016/j.jsams.2019.06.008. Epub 2019 Jun 29."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31307905"",""pubmed"",""31307905"",""create date:2019/07/17 | first author:Ruddick GK"",";
"Match and Training Injuries in Women's Rugby Union: A Systematic Review of Published Studies.,""/pubmed/31292854"",""King D, Hume P, Cummins C, Pearce A, Clark T, Foskett A, Barnes M."",""Sports Med. 2019 Oct";"49(10):1559-1574. doi: 10.1007/s40279-019-01151-4. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31292854"",""pubmed"",""31292854"",""create date:2019/07/12 | first author:King D"",";
"The impact of physical activity and sport on social outcomes among Aboriginal and Torres Strait Islander people: A systematic scoping review.,""/pubmed/31281075"",""Macniven R, Canuto K, Wilson R, Bauman A, Evans J."",""J Sci Med Sport. 2019 Nov";"22(11):1232-1242. doi: 10.1016/j.jsams.2019.06.017. Epub 2019 Jul 2. Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31281075"",""pubmed"",""31281075"",""create date:2019/07/10 | first author:Macniven R"",";
"The Exercise and Sports Science Australia position statement: Exercise medicine in cancer management.,""/pubmed/31277921"",""Hayes SC, Newton RU, Spence RR, Galvão DA."",""J Sci Med Sport. 2019 Nov";"22(11):1175-1199. doi: 10.1016/j.jsams.2019.05.003. Epub 2019 May 10. Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31277921"",""pubmed"",""31277921"",""create date:2019/07/07 | first author:Hayes SC"",";
"Validity of the Polar Team Pro Sensor for measuring speed and distance indoors.,""/pubmed/31272915"",""Fox JL, O'Grady CJ, Scanlan AT, Sargent C, Stanton R."",""J Sci Med Sport. 2019 Nov";"22(11):1260-1265. doi: 10.1016/j.jsams.2019.06.012. Epub 2019 Jun 27."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31272915"",""pubmed"",""31272915"",""create date:2019/07/06 | first author:Fox JL"",";
"The Impact of Different Types of Exercise Training on Peripheral Blood Brain-Derived Neurotrophic Factor Concentrations in Older Adults: A Meta-Analysis.,""/pubmed/31270754"",""Marinus N, Hansen D, Feys P, Meesen R, Timmermans A, Spildooren J."",""Sports Med. 2019 Oct";"49(10):1529-1546. doi: 10.1007/s40279-019-01148-z. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31270754"",""pubmed"",""31270754"",""create date:2019/07/05 | first author:Marinus N"",";
"Test-Retest Reliability of the Yo-Yo Test: A Systematic Review.,""/pubmed/31270753"",""Grgic J, Oppici L, Mikulic P, Bangsbo J, Krustrup P, Pedisic Z."",""Sports Med. 2019 Oct";"49(10):1547-1557. doi: 10.1007/s40279-019-01143-4. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31270753"",""pubmed"",""31270753"",""create date:2019/07/05 | first author:Grgic J"",";
"Data-informed Intervention Improves Football Technique and Reduces Head Impacts.,""/pubmed/31269008"",""Champagne AA, Distefano V, Boulanger MM, Magee B, Coverdale NS, Gallucci D, Guskiewicz K, Cook DJ."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2366-2374. doi: 10.1249/MSS.0000000000002046."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31269008"",""pubmed"",""31269008"",""create date:2019/07/04 | first author:Champagne AA"",";
"The Effects of Continuous Compared to Accumulated Exercise on Health: A Meta-Analytic Review.,""/pubmed/31267483"",""Murphy MH, Lahart I, Carlin A, Murtagh E."",""Sports Med. 2019 Oct";"49(10):1585-1607. doi: 10.1007/s40279-019-01145-2. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31267483 | PMCID:PMC6745307"",""pubmed"",""31267483"",""create date:2019/07/04 | first author:Murphy MH"",";
"Venous thromboemboli associated with acute aerobic exercise: A review of case report commonalities.,""/pubmed/31241786"",""Taylor BA, Parducci PM, Zaleski AL, Panza GA, Pescatello LS, Thompson PD."",""Scand J Med Sci Sports. 2019 Nov";"29(11):1749-1754. doi: 10.1111/sms.13505. Epub 2019 Jul 22."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31241786"",""pubmed"",""31241786"",""create date:2019/06/27 | first author:Taylor BA"",";
"Completion and adherence rates to exercise interventions in intermittent claudication: Traditional exercise versus alternative exercise - a systematic review.,""/pubmed/31216860"",""Lin E, Nguyen CH, Thomas SG."",""Eur J Prev Cardiol. 2019 Oct";"26(15):1625-1633. doi: 10.1177/2047487319846997. Epub 2019 Jun 19."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31216860"",""pubmed"",""31216860"",""create date:2019/06/21 | first author:Lin E"",";
"The association of grip strength with depressive symptoms and cortisol in hair: A cross-sectional study of older adults.,""/pubmed/31206201"",""Smith L, Firth J, Grabovac I, Koyanagi A, Veronese N, Stubbs B, Soysal P, Yang L, Jackson SE."",""Scand J Med Sci Sports. 2019 Oct";"29(10):1604-1609. doi: 10.1111/sms.13497. Epub 2019 Jun 27."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31206201"",""pubmed"",""31206201"",""create date:2019/06/18 | first author:Smith L"",";
"Resistance Priming to Enhance Neuromuscular Performance in Sport: Evidence, Potential Mechanisms and Directions for Future Research.,""/pubmed/31203499"",""Harrison PW, James LP, McGuigan MR, Jenkins DG, Kelly VG."",""Sports Med. 2019 Oct";"49(10):1499-1514. doi: 10.1007/s40279-019-01136-3. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31203499"",""pubmed"",""31203499"",""create date:2019/06/17 | first author:Harrison PW"",";
"Resistance Training and Skeletal Muscle Protein Metabolism in Eumenorrheic Females: Implications for Researchers and Practitioners.,""/pubmed/31190324"",""Knowles OE, Aisbett B, Main LC, Drinkwater EJ, Orellana L, Lamon S."",""Sports Med. 2019 Nov";"49(11):1637-1650. doi: 10.1007/s40279-019-01132-7. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31190324"",""pubmed"",""31190324"",""create date:2019/06/14 | first author:Knowles OE"",";
"Use of Social or Behavioral Theories in Exercise-Related Injury Prevention Program Research: A Systematic Review.,""/pubmed/31187453"",""Gabriel EH, McCann RS, Hoch MC."",""Sports Med. 2019 Oct";"49(10):1515-1528. doi: 10.1007/s40279-019-01127-4. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31187453"",""pubmed"",""31187453"",""create date:2019/06/13 | first author:Gabriel EH"",";
"Is Fatigue a Risk Factor for Anterior Cruciate Ligament Rupture?,""/pubmed/31183767"",""Bourne MN, Webster KE, Hewett TE."",""Sports Med. 2019 Nov";"49(11):1629-1635. doi: 10.1007/s40279-019-01134-5."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31183767"",""pubmed"",""31183767"",""create date:2019/06/12 | first author:Bourne MN"",";
"Frequency and Magnitude of Game-Related Head Impacts in Male Contact Sports Athletes: A Systematic Review and Meta-Analysis.,""/pubmed/31175636"",""Nguyen JVK, Brennan JH, Mitra B, Willmott C."",""Sports Med. 2019 Oct";"49(10):1575-1583. doi: 10.1007/s40279-019-01135-4. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31175636"",""pubmed"",""31175636"",""create date:2019/06/09 | first author:Nguyen JVK"",";
"Ischemic Preconditioning Maintains Performance on Two 5-km Time Trials in Hypoxia.,""/pubmed/31169794"",""DA Mota GR, Willis SJ, Sobral NDS, Borrani F, Billaut F, Millet GP."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2309-2317. doi: 10.1249/MSS.0000000000002049."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31169794"",""pubmed"",""31169794"",""create date:2019/06/07 | first author:DA Mota GR"",";
"How actual motor competence and perceived motor competence influence motor-skill engagement of a novel cycling task.,""/pubmed/31161641"",""Kavanagh J, Issartel J, Moran K."",""Scand J Med Sci Sports. 2019 Oct";"29(10):1583-1590. doi: 10.1111/sms.13492. Epub 2019 Jun 27."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31161641"",""pubmed"",""31161641"",""create date:2019/06/05 | first author:Kavanagh J"",";
"Effects of plyometric training on jumping, sprint performance, and lower body muscle strength in healthy adults: A systematic review and meta-analyses.,""/pubmed/31136014"",""Oxfeldt M, Overgaard K, Hvid LG, Dalgas U."",""Scand J Med Sci Sports. 2019 Oct";"29(10):1453-1465. doi: 10.1111/sms.13487. Epub 2019 Jun 22."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31136014"",""pubmed"",""31136014"",""create date:2019/05/29 | first author:Oxfeldt M"",";
"Coach knowledge in talent identification: A systematic review and meta-synthesis.,""/pubmed/31133481"",""Roberts AH, Greenwood DA, Stanley M, Humberstone C, Iredale F, Raynor A."",""J Sci Med Sport. 2019 Oct";"22(10):1163-1172. doi: 10.1016/j.jsams.2019.05.008. Epub 2019 May 17."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31133481"",""pubmed"",""31133481"",""create date:2019/05/28 | first author:Roberts AH"",";
"Hypertensive disorders of pregnancy and cardiometabolic outcomes in childhood: A systematic review.,""/pubmed/31132891"",""Jansen MA, Pluymen LP, Dalmeijer GW, Groenhof TKJ, Uiterwaal CS, Smit HA, van Rossem L."",""Eur J Prev Cardiol. 2019 Nov";"26(16):1718-1747. doi: 10.1177/2047487319852716. Epub 2019 May 27."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31132891 | PMCID:PMC6806146"",""pubmed"",""31132891"",""create date:2019/05/28 | first author:Jansen MA"",";
"Acute high-intensity football games can improve children's inhibitory control and neurophysiological measures of attention.,""/pubmed/31125468"",""Lind RR, Beck MM, Wikman J, Malarski K, Krustrup P, Lundbye-Jensen J, Geertsen SS."",""Scand J Med Sci Sports. 2019 Oct";"29(10):1546-1562. doi: 10.1111/sms.13485. Epub 2019 Jun 24."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31125468 | PMCID:PMC6852517"",""pubmed"",""31125468"",""create date:2019/05/28 | first author:Lind RR"",";
"Vascular and oxygenation responses of local ischemia and systemic hypoxia during arm cycling repeated sprints.,""/pubmed/31104973"",""Willis SJ, Peyrard A, Rupp T, Borrani F, Millet GP."",""J Sci Med Sport. 2019 Oct";"22(10):1151-1156. doi: 10.1016/j.jsams.2019.05.001. Epub 2019 May 10."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31104973"",""pubmed"",""31104973"",""create date:2019/05/21 | first author:Willis SJ"",";
"The association of resistance training with mortality: A systematic review and meta-analysis.,""/pubmed/31104484"",""Saeidifard F, Medina-Inojosa JR, West CP, Olson TP, Somers VK, Bonikowske AR, Prokop LJ, Vinciguerra M, Lopez-Jimenez F."",""Eur J Prev Cardiol. 2019 Oct";"26(15):1647-1665. doi: 10.1177/2047487319850718. Epub 2019 May 19."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31104484"",""pubmed"",""31104484"",""create date:2019/05/21 | first author:Saeidifard F"",";
"Re-examination of accelerometer data processing and calibration for the assessment of physical activity intensity.,""/pubmed/31102474"",""Arvidsson D, Fridolfsson J, Börjesson M, Andersen LB, Ekblom Ö, Dencker M, Brønd JC."",""Scand J Med Sci Sports. 2019 Oct";"29(10):1442-1452. doi: 10.1111/sms.13470. Epub 2019 Jun 2. Review."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31102474"",""pubmed"",""31102474"",""create date:2019/05/19 | first author:Arvidsson D"",";
"Sleep Monitoring in Athletes: Motivation, Methods, Miscalculations and Why it Matters.,""/pubmed/31093921"",""Halson SL."",""Sports Med. 2019 Oct";"49(10):1487-1497. doi: 10.1007/s40279-019-01119-4. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31093921"",""pubmed"",""31093921"",""create date:2019/05/17 | first author:Halson SL"",";
"One Week of Step Reduction Lowers Myofibrillar Protein Synthesis Rates in Young Men.,""/pubmed/31083048"",""Shad BJ, Thompson JL, Holwerda AM, Stocks B, Elhassan YS, Philp A, VAN Loon LJC, Wallis GA."",""Med Sci Sports Exerc. 2019 Oct";"51(10):2125-2134. doi: 10.1249/MSS.0000000000002034."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31083048"",""pubmed"",""31083048"",""create date:2019/05/15 | first author:Shad BJ"",";
"Low-Carbohydrate Training Increases Protein Requirements of Endurance Athletes.,""/pubmed/31083047"",""Gillen JB, West DWD, Williamson EP, Fung HJW, Moore DR."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2294-2301. doi: 10.1249/MSS.0000000000002036."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31083047"",""pubmed"",""31083047"",""create date:2019/05/15 | first author:Gillen JB"",";
"The Physiological Roles of Carnosine and β-Alanine in Exercising Human Skeletal Muscle.,""/pubmed/31083045"",""Matthews JJ, Artioli GG, Turner MD, Sale C."",""Med Sci Sports Exerc. 2019 Oct";"51(10):2098-2108. doi: 10.1249/MSS.0000000000002033."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31083045"",""pubmed"",""31083045"",""create date:2019/05/15 | first author:Matthews JJ"",";
"Comparative Effectiveness of Cartilage Repair With Respect to the Minimal Clinically Important Difference.,""/pubmed/31082325"",""Jones KJ, Kelley BV, Arshi A, McAllister DR, Fabricant PD."",""Am J Sports Med. 2019 Nov";"47(13):3284-3293. doi: 10.1177/0363546518824552. Epub 2019 May 13."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31082325"",""pubmed"",""31082325"",""create date:2019/05/15 | first author:Jones KJ"",";
"Improving cardiac rehabilitation uptake: Potential health gains by socioeconomic status.,""/pubmed/31067128"",""Hinde S, Bojke L, Harrison A, Doherty P."",""Eur J Prev Cardiol. 2019 Nov";"26(17):1816-1823. doi: 10.1177/2047487319848533. Epub 2019 May 8."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31067128"",""pubmed"",""31067128"",""create date:2019/05/09 | first author:Hinde S"",";
"Low Stroke Volume during Exercise with Hot Skin Is Due to Elevated Heart Rate.,""/pubmed/31058763"",""Chou TH, Akins JD, Crawford CK, Allen JR, Coyle EF."",""Med Sci Sports Exerc. 2019 Oct";"51(10):2025-2032. doi: 10.1249/MSS.0000000000002029."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31058763"",""pubmed"",""31058763"",""create date:2019/05/07 | first author:Chou TH"",";
"Return to Play After the Latarjet Procedure for Anterior Shoulder Instability: A Systematic Review.,""/pubmed/31038983"",""Hurley ET, Montgomery C, Jamal MS, Shimozono Y, Ali Z, Pauzenberger L, Mullett H."",""Am J Sports Med. 2019 Oct";47(12):3002-3008. doi: 10.1177/0363546519831005. Epub 2019 Apr 30. Erratum in: Am J Sports Med. 2019 Jul;"47(9):NP48. "",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31038983"",""pubmed"",""31038983"",""create date:2019/05/01 | first author:Hurley ET"","
"Interactive Virtual Reality Reduces Quadriceps Pain during High-Intensity Cycling.,""/pubmed/31033903"",""Wender CLA, Ahn SJ, O'Connor PJ."",""Med Sci Sports Exerc. 2019 Oct";"51(10):2088-2097. doi: 10.1249/MSS.0000000000002016."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31033903"",""pubmed"",""31033903"",""create date:2019/04/30 | first author:Wender CLA"",";
"Effect of a Ketogenic Diet on Submaximal Exercise Capacity and Efficiency in Runners.,""/pubmed/31033901"",""Shaw DM, Merien F, Braakhuis A, Maunder ED, Dulson DK."",""Med Sci Sports Exerc. 2019 Oct";"51(10):2135-2146. doi: 10.1249/MSS.0000000000002008."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31033901"",""pubmed"",""31033901"",""create date:2019/04/30 | first author:Shaw DM"",";
"Infographic. The effects of frequency, intensity, duration and volume of walking interventions on CVD risk factors: a systematic review and meta-regression analysis of randomised controlled trials among inactive healthy adults.,""/pubmed/30808665"",""Oja P, Williamson C, Kelly P, Murtagh EM, Murphy MH, Foster C, Titze S."",""Br J Sports Med. 2019 Nov";"53(21):1379-1380. doi: 10.1136/bjsports-2018-100290. Epub 2019 Feb 26. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30808665"",""pubmed"",""30808665"",""create date:2019/02/28 | first author:Oja P"",";
"Including the Nordic hamstring exercise in injury prevention programmes halves the rate of hamstring injuries: a systematic review and meta-analysis of 8459 athletes.,""/pubmed/30808663"",""van Dyk N, Behan FP, Whiteley R."",""Br J Sports Med. 2019 Nov";"53(21):1362-1370. doi: 10.1136/bjsports-2018-100045. Epub 2019 Feb 26."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30808663"",""pubmed"",""30808663"",""create date:2019/02/28 | first author:van Dyk N"",";
"Cardiovascular effects of space radiation: implications for future human deep space exploration.,""/pubmed/30776915"",""Mitchell A, Pimenta D, Gill J, Ahmad H, Bogle R."",""Eur J Prev Cardiol. 2019 Nov";"26(16):1707-1714. doi: 10.1177/2047487319831497. Epub 2019 Feb 18."",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30776915"",""pubmed"",""30776915"",""create date:2019/02/20 | first author:Mitchell A"",";
"Head Injury in Soccer: From Science to the Field; summary of the head injury summit held in April 2017 in New York City, New York.,""/pubmed/30760457"",""Putukian M, Echemendia RJ, Chiampas G, Dvorak J, Mandelbaum B, Lemak LJ, Kirkendall D."",""Br J Sports Med. 2019 Nov";"53(21):1332. doi: 10.1136/bjsports-2018-100232. Epub 2019 Feb 13."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30760457"",""pubmed"",""30760457"",""create date:2019/02/15 | first author:Putukian M"",";
"Effect of canagliflozin use on body weight and blood pressure at one-year follow-up: A systematic review and meta-analysis.,""/pubmed/30755019"",""Khan MS, Usman MS, Siddiqi TJ, Memon MM, Shah SJ, Khan SS."",""Eur J Prev Cardiol. 2019 Oct";"26(15):1680-1682. doi: 10.1177/2047487319829940. Epub 2019 Feb 12. No abstract available. "",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30755019"",""pubmed"",""30755019"",""create date:2019/02/14 | first author:Khan MS"",";
"Primum non nocere: An updated meta-analysis on aspirin use in primary prevention of cardiovascular disease in patients with diabetes.,""/pubmed/30744399"",""Fortuni F, Crimi G, Gritti V, Mirizzi AM, Leonardi S, Ferrari GM."",""Eur J Prev Cardiol. 2019 Oct";"26(15):1677-1679. doi: 10.1177/2047487319826439. Epub 2019 Feb 11. No abstract available. "",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30744399"",""pubmed"",""30744399"",""create date:2019/02/13 | first author:Fortuni F"",";
"Effects of chronic exercise interventions on executive function among children and adolescents: a systematic review with meta-analysis.,""/pubmed/30737201"",""Xue Y, Yang Y, Huang T."",""Br J Sports Med. 2019 Nov";"53(22):1397-1404. doi: 10.1136/bjsports-2018-099825. Epub 2019 Feb 8."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30737201"",""pubmed"",""30737201"",""create date:2019/02/10 | first author:Xue Y"",";
"Compliance with the prescription of recommended medical therapy in trials comparing six versus 12 months or longer dual antiplatelet therapy: A systematic review and meta-analysis.,""/pubmed/30727767"",""Khan SU, Shahzeb Khan M, Kaluski E, Alkhouli MA."",""Eur J Prev Cardiol. 2019 Oct";"26(15):1673-1676. doi: 10.1177/2047487319829947. Epub 2019 Feb 6. No abstract available. "",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:30727767"",""pubmed"",""30727767"",""create date:2019/02/08 | first author:Khan SU"",";
"Clinical risk factors for Achilles tendinopathy: a systematic review.,""/pubmed/30718234"",""van der Vlist AC, Breda SJ, Oei EHG, Verhaar JAN, de Vos RJ."",""Br J Sports Med. 2019 Nov";"53(21):1352-1361. doi: 10.1136/bjsports-2018-099991. Epub 2019 Feb 4."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30718234 | PMCID:PMC6837257"",""pubmed"",""30718234"",""create date:2019/02/06 | first author:van der Vlist AC"",";
"Age-Appropriate Pediatric Sports Patient-Reported Outcome Measures and Their Psychometric Properties: A Systematic Review.,""/pubmed/30649907"",""Suryavanshi JR, Goto R, Jivanelli B";" PRiSM Outcomes Measures Research Interest Group., Aberdeen J, Duer T, Lam KC, Franklin CC, MacDonald J, Shea KG, Fabricant PD."",""Am J Sports Med. 2019 Nov";"47(13):3270-3276. doi: 10.1177/0363546518818822. Epub 2019 Jan 16."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30649907"",""pubmed"",""30649907"",""create date:2019/01/17 | first author:Suryavanshi JR"","
"It's Not All About Redislocation: A Systematic Review of Complications After Anterior Shoulder Stabilization Surgery.,""/pubmed/30525905"",""Williams HLM, Evans JP, Furness ND, Smith CD."",""Am J Sports Med. 2019 Nov";"47(13):3277-3283. doi: 10.1177/0363546518810711. Epub 2018 Dec 10."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30525905"",""pubmed"",""30525905"",""create date:2018/12/12 | first author:Williams HLM"",";
"Osteochondral Allograft Transplantation in the Patellofemoral Joint: A Systematic Review.,""/pubmed/30525887"",""Chahla J, Sweet MC, Okoroha KR, Nwachukwu BU, Hinckel B, Farr J, Yanke AB, Bugbee WD, Cole BJ."",""Am J Sports Med. 2019 Oct";"47(12):3009-3018. doi: 10.1177/0363546518814236. Epub 2018 Dec 7."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30525887"",""pubmed"",""30525887"",""create date:2018/12/12 | first author:Chahla J"",";
"Elite football teams that do not have a winter break lose on average 303 player-days more per season to injuries than those teams that do: a comparison among 35 professional European teams.,""/pubmed/30442720"",""Ekstrand J, Spreco A, Davison M."",""Br J Sports Med. 2019 Oct";"53(19):1231-1235. doi: 10.1136/bjsports-2018-099506. Epub 2018 Nov 15."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30442720"",""pubmed"",""30442720"",""create date:2018/11/18 | first author:Ekstrand J"",";
"Cardiovascular incidents in male professional football players with negative preparticipation cardiac screening results: an 8-year follow-up.,""/pubmed/30442719"",""Berge HM, Andersen TE, Bahr R."",""Br J Sports Med. 2019 Oct";"53(20):1279-1284. doi: 10.1136/bjsports-2018-099845. Epub 2018 Nov 15."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30442719"",""pubmed"",""30442719"",""create date:2018/11/18 | first author:Berge HM"",";
"Comparative Efficacy and Safety of Nonsurgical Treatment Options for Enthesopathy of the Extensor Carpi Radialis Brevis: A Systematic Review and Meta-analysis of Randomized Placebo-Controlled Trials.,""/pubmed/30380334"",""Lian J, Mohamadi A, Chan JJ, Hanna P, Hemmati D, Lechtig A, Nazarian A."",""Am J Sports Med. 2019 Oct";"47(12):3019-3029. doi: 10.1177/0363546518801914. Epub 2018 Oct 31."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30380334"",""pubmed"",""30380334"",""create date:2018/11/01 | first author:Lian J"",";
"International study of video review of concussion in professional sports.,""/pubmed/30262454"",""Davis GA, Makdissi M, Bloomfield P, Clifton P, Echemendia RJ, Falvey ÉC, Fuller GW, Green G, Harcourt PR, Hill T, McGuirk N, Meeuwisse W, Orchard JW, Raftery M, Sills AK, Solomon GS, Valadka A, McCrory P."",""Br J Sports Med. 2019 Oct";"53(20):1299-1304. doi: 10.1136/bjsports-2018-099727. Epub 2018 Sep 27."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30262454"",""pubmed"",""30262454"",""create date:2018/09/29 | first author:Davis GA"",";
"What is the effect of aerobic exercise intensity on cardiorespiratory fitness in those undergoing cardiac rehabilitation? A systematic review with meta-analysis.,""/pubmed/30121584"",""Mitchell BL, Lock MJ, Davison K, Parfitt G, Buckley JP, Eston RG."",""Br J Sports Med. 2019 Nov";"53(21):1341-1351. doi: 10.1136/bjsports-2018-099153. Epub 2018 Aug 18."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30121584"",""pubmed"",""30121584"",""create date:2018/08/20 | first author:Mitchell BL"",";
"US dietary guidelines: is saturated fat a nutrient of concern?,""/pubmed/30108061"",""Harcombe Z."",""Br J Sports Med. 2019 Nov";"53(22):1393-1396. doi: 10.1136/bjsports-2018-099420. Epub 2018 Aug 14. Review."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:30108061"",""pubmed"",""30108061"",""create date:2018/08/16 | first author:Harcombe Z"",";
"Prevalence of knee osteoarthritis features on magnetic resonance imaging in asymptomatic uninjured adults: a systematic review and meta-analysis.,""/pubmed/29886437"",""Culvenor AG, Øiestad BE, Hart HF, Stefanik JJ, Guermazi A, Crossley KM."",""Br J Sports Med. 2019 Oct";"53(20):1268-1278. doi: 10.1136/bjsports-2018-099257. Epub 2018 Jun 9. Review."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29886437 | PMCID:PMC6837253"",""pubmed"",""29886437"",""create date:2018/06/11 | first author:Culvenor AG"",";
"Injury rate and prevention in elite football: let us first search within our own hearts.,""/pubmed/29860236"",""Buchheit M, Eirale C, Simpson BM, Lacome M."",""Br J Sports Med. 2019 Nov";"53(21):1327-1328. doi: 10.1136/bjsports-2018-099267. Epub 2018 Jun 2. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29860236"",""pubmed"",""29860236"",""create date:2018/06/04 | first author:Buchheit M"",";
"From microscopic to macroscopic sports injuries. Applying the complex dynamic systems approach to sports medicine: a narrative review.,""/pubmed/29674346"",""Pol R, Hristovski R, Medina D, Balague N."",""Br J Sports Med. 2019 Oct";"53(19):1214-1220. doi: 10.1136/bjsports-2016-097395. Epub 2018 Apr 19."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:29674346"",""pubmed"",""29674346"",""create date:2018/04/21 | first author:Pol R"",";
